date,time,SFS_Reg_Uc,SFS_Meas_IfRel,SFS_Meas_UgRel,SFS_Meas_UfRel
20.09.2015,10:47:17.8989392,4.48983717,0,0.019370726,0
20.09.2015,10:47:17.9036506,4.48983717,0,0.019370726,0
20.09.2015,10:47:17.9084602,4.48983717,0,0.019370726,0
20.09.2015,10:47:17.9133070,4.48983717,0,0.019370726,0
20.09.2015,10:47:17.9181544,4.48983717,0,0.019370726,0
20.09.2015,10:47:17.9228724,4.48983717,0,0.019370726,0
20.09.2015,10:47:17.9277154,4.48983717,0,0.019370726,0
20.09.2015,10:47:17.9324132,4.48983717,0,0.019370726,0
20.09.2015,10:47:17.9372674,4.48983717,0,0.019370726,0
20.09.2015,10:47:17.9421074,4.48983717,0,0.019370726,0
20.09.2015,10:47:17.9469156,4.48983717,0,0.019370726,0
20.09.2015,10:47:17.9516392,4.48983717,0,0.019370726,0
20.09.2015,10:47:17.9564890,4.48983717,0,0.019370726,0
20.09.2015,10:47:17.9612710,4.48983717,0,0.019370726,0
20.09.2015,10:47:17.9660964,4.48983717,0,0.019370726,0
20.09.2015,10:47:17.9709800,4.48983717,0,0.019370726,0
20.09.2015,10:47:17.9756802,4.48983717,0,0.019370726,0
20.09.2015,10:47:17.9804482,4.48983717,0,0.019370726,0
20.09.2015,10:47:17.9853070,4.48983717,0,0.019370726,0
20.09.2015,10:47:17.9901492,4.48983717,0,0.019370726,0
20.09.2015,10:47:17.9948142,4.48983717,0,0.019370726,0
20.09.2015,10:47:17.9997674,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.0044964,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.0092304,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.0140670,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.0189748,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.0236880,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.0284140,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.0332606,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.0381670,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.0428916,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.0476122,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.0524570,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.0573136,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.0620908,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.0668642,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.0717440,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.0764480,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.0812998,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.0860898,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.0908554,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.0957666,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.1005114,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.1052976,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.1100154,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.1149636,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.1197178,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.1245226,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.1293736,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.1340982,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.1389136,4.48983717,0,0.019370726,0
20.09.2015,10:47:18.1437232,4.48983717,0,0.019370726,0
