date,time,SFS_Reg_Uc,SFS_Meas_IfRel,SFS_Meas_UgRel,SFS_Meas_UfRel,SFS_SM_iStatusSignals
20.09.2015,11:20:50.1140270,0.976772054,0.516171958,1.00179861,0.3756574,8422763
20.09.2015,11:20:50.1189316,0.974658588,0.51608596,1.001632575,0.383932178,8422763
20.09.2015,11:20:50.1237890,0.97690995,0.516069121,1.00179861,0.374954514,8422763
20.09.2015,11:20:50.1285460,0.977497299,0.516069121,1.00168792,0.374954514,8422763
20.09.2015,11:20:50.1332032,0.970621454,0.516111219,1.001743265,0.377994496,8422763
20.09.2015,11:20:50.1381386,0.978614245,0.516099466,1.001743265,0.383404162,8422763
20.09.2015,11:20:50.1429618,0.970760809,0.516095257,1.001632575,0.374012647,8422763
20.09.2015,11:20:50.1477380,0.979055625,0.516095257,1.001743265,0.374012647,8422763
20.09.2015,11:20:50.1525900,0.974112884,0.516051054,1.001632575,0.376511407,8422763
20.09.2015,11:20:50.1572416,0.978320401,0.516093024,1.001743265,0.372339778,8422763
20.09.2015,11:20:50.1621812,0.975425342,0.516093024,1.00157723,0.372339778,8422763
20.09.2015,11:20:50.1669366,0.975976306,0.516036798,1.001743265,0.387132386,8422763
20.09.2015,11:20:50.1718288,0.979467526,0.516017854,1.00168792,0.375868266,8422763
20.09.2015,11:20:50.1764822,0.970136657,0.516082053,1.00168792,0.372438182,8422763
20.09.2015,11:20:50.1813876,0.979352127,0.516082053,1.00168792,0.372438182,8422763
20.09.2015,11:20:50.1861314,0.970887927,0.516126926,1.001632575,0.388145607,8422763
20.09.2015,11:20:50.1908578,0.976787274,0.516182706,1.001743265,0.377857433,8422763
20.09.2015,11:20:50.1955726,0.971041358,0.516218489,1.00157723,0.37109567,8422763
20.09.2015,11:20:50.2005466,0.97408763,0.516218489,1.001743265,0.37109567,8422763
20.09.2015,11:20:50.2053308,0.972495639,0.516248404,1.001632575,0.386251169,8422763
20.09.2015,11:20:50.2101086,0.968611065,0.516239985,1.001743265,0.375899896,8422763
20.09.2015,11:20:50.2148306,0.97463234,0.516239985,1.00168792,0.375899896,8422763
20.09.2015,11:20:50.2197430,0.968019835,0.51617368,1.00168792,0.371109728,8422763
20.09.2015,11:20:50.2245610,0.977662055,0.516148804,1.001743265,0.372519014,8422763
20.09.2015,11:20:50.2292216,0.974172443,0.516018779,1.001632575,0.387713918,8422763
20.09.2015,11:20:50.2341188,0.980101885,0.516018779,1.00179861,0.387713918,8422763
20.09.2015,11:20:50.2389540,0.976020186,0.516035618,1.001632575,0.37199185,8422763
20.09.2015,11:20:50.2437482,0.975530456,0.516095608,1.00179861,0.376005329,8422763
20.09.2015,11:20:50.2485064,0.976799782,0.516095608,1.00168792,0.376005329,8422763
20.09.2015,11:20:50.2532566,0.969748268,0.516102018,1.001743265,0.391121051,8422763
20.09.2015,11:20:50.2581106,0.976639053,0.516169375,1.001743265,0.371788013,8422763
20.09.2015,11:20:50.2629084,0.967731212,0.51622305,1.001632575,0.374747163,8422763
20.09.2015,11:20:50.2676570,0.975482204,0.51622305,1.00179861,0.374747163,8422763
20.09.2015,11:20:50.2726522,0.968604561,0.51627647,1.001632575,0.388306152,8422763
20.09.2015,11:20:50.2773792,0.972718122,0.516278575,1.00179861,0.371861816,8422763
20.09.2015,11:20:50.2821010,0.970791494,0.516278575,1.001632575,0.371861816,8422763
20.09.2015,11:20:50.2868986,0.969038105,0.516257526,1.001743265,0.372634991,8422763
20.09.2015,11:20:50.2917216,0.972036501,0.51630133,1.00168792,0.386479501,8422763
20.09.2015,11:20:50.2965460,0.966263399,0.516208714,1.00168792,0.370775857,8422763
20.09.2015,11:20:50.3012872,0.975389385,0.516208714,1.001743265,0.370775857,8422763
20.09.2015,11:20:50.3059280,0.969798329,0.5161382,1.001632575,0.371721239,8422763
20.09.2015,11:20:50.3107798,0.97612658,0.516161434,1.00179861,0.376511407,8422763
20.09.2015,11:20:50.3156238,0.971830053,0.516161434,1.00157723,0.376511407,8422763
20.09.2015,11:20:50.3204774,0.97482811,0.516122014,1.001743265,0.383265022,8422763
20.09.2015,11:20:50.3251738,0.973912378,0.516164113,1.001632575,0.373959931,8422763
20.09.2015,11:20:50.3299354,0.968745091,0.51616306,1.00168792,0.376908537,8422763
20.09.2015,11:20:50.3348160,0.97572733,0.51616306,1.00168792,0.376908537,8422763
20.09.2015,11:20:50.3397152,0.967966114,0.516159855,1.001632575,0.384599334,8422763
20.09.2015,11:20:50.3444466,0.979803132,0.516025141,1.001743265,0.37393533,8422763
20.09.2015,11:20:50.3491382,0.974652188,0.515980938,1.00157723,0.375263784,8422763
20.09.2015,11:20:50.3541424,0.979909887,0.515980938,1.00179861,0.375263784,8422763
20.09.2015,11:20:50.3588838,0.97637816,0.516004618,1.001632575,0.371981307,8422763
20.09.2015,11:20:50.3637236,0.976529349,0.515995306,1.001743265,0.386258305,8422763
