date,time,SFS_Reg_Uc,SFS_Meas_IfRel,SFS_Meas_UgRel,SFS_Meas_UfRel,SFS_MANSetpt_iSelInput
20.09.2015,10:13:56.2077300,0.953567474,0.512095652,1.000636366,0.379090838,1
20.09.2015,10:13:56.2125280,0.960887358,0.512095652,1.000747056,0.379090838,1
20.09.2015,10:13:56.2172274,0.958278416,0.511999879,1.000581021,0.366917013,1
20.09.2015,10:13:56.2221418,0.962599742,0.511943046,1.000802401,0.368976469,1
20.09.2015,10:13:56.2269520,0.961829143,0.511943046,1.000636366,0.368976469,1
20.09.2015,10:13:56.2317554,0.957635767,0.511967412,1.000691711,0.366829153,1
20.09.2015,10:13:56.2364146,0.963355994,0.511961879,1.000636366,0.380642779,1
20.09.2015,10:13:56.2413308,0.954353326,0.512026078,1.000636366,0.370118659,1
20.09.2015,10:13:56.2460752,0.962847028,0.512026078,1.000691711,0.370118659,1
20.09.2015,10:13:56.2508560,0.957251562,0.51197977,1.000581021,0.366129781,1
20.09.2015,10:13:56.2557334,0.961871232,0.512038532,1.000747056,0.381452642,1
20.09.2015,10:13:56.2605254,0.958213582,0.512038532,1.000581021,0.381452642,1
20.09.2015,10:13:56.2652566,0.960048281,0.511999592,1.000747056,0.369956995,1
20.09.2015,10:13:56.2701232,0.960342627,0.512043795,1.000636366,0.367155994,1
20.09.2015,10:13:56.2749712,0.951268278,0.512138962,1.000691711,0.367904568,1
20.09.2015,10:13:56.2797144,0.959337745,0.512138962,1.000691711,0.367904568,1
20.09.2015,10:13:56.2844662,0.952336013,0.512117402,1.000636366,0.382358832,1
20.09.2015,10:13:56.2893242,0.960063274,0.512127927,1.000802401,0.366020834,1
20.09.2015,10:13:56.2940190,0.953631414,0.512157396,1.000636366,0.36635119,1
20.09.2015,10:13:56.2989184,0.957519513,0.512157396,1.000857746,0.36635119,1
20.09.2015,10:13:56.3036618,0.955525875,0.512171285,1.000636366,0.380557154,1
20.09.2015,10:13:56.3084260,0.95322983,0.512174442,1.000802401,0.364263619,1
20.09.2015,10:13:56.3132262,0.957223924,0.512174442,1.000747056,0.364263619,1
20.09.2015,10:13:56.3180752,0.952033425,0.512073407,1.000747056,0.367124365,1
20.09.2015,10:13:56.3229088,0.959790888,0.51212107,1.000857746,0.366980273,1
20.09.2015,10:13:56.3276944,0.953279294,0.512088332,1.000747056,0.376993043,1
20.09.2015,10:13:56.3324940,0.960149054,0.512088332,1.000913091,0.376993043,1
20.09.2015,10:13:56.3372640,0.955060535,0.512118854,1.000747056,0.36662883,1
20.09.2015,10:13:56.3421128,0.957161525,0.512109382,1.000913091,0.368210323,1
20.09.2015,10:13:56.3469246,0.957229522,0.512109382,1.000802401,0.368210323,1
20.09.2015,10:13:56.3516144,0.951196775,0.512142502,1.000857746,0.377578143,1
20.09.2015,10:13:56.3564984,0.96005531,0.512063568,1.000857746,0.365729136,1
20.09.2015,10:13:56.3612736,0.953285653,0.512028837,1.000802401,0.367651529,1
20.09.2015,10:13:56.3661050,0.961659145,0.512028837,1.000913091,0.367651529,1
20.09.2015,10:13:56.3709152,0.956322189,0.511986356,1.000747056,0.364713466,1
20.09.2015,10:13:56.3757286,0.963128303,0.511925697,1.000913091,0.380303849,1
20.09.2015,10:13:56.3804596,0.960205441,0.511925697,1.000747056,0.380303849,1
20.09.2015,10:13:56.3852980,0.959292899,0.511950956,1.000913091,0.368175179,1
20.09.2015,10:13:56.3901286,0.960546122,0.512003578,1.000802401,0.365683448,1
20.09.2015,10:13:56.3948230,0.952708188,0.512019604,1.000857746,0.379861457,1
20.09.2015,10:13:56.3997756,0.96141478,0.512019604,1.000857746,0.379861457,1
20.09.2015,10:13:56.4044960,0.953220887,0.512058545,1.000747056,0.369022157,1
20.09.2015,10:13:56.4092192,0.960557019,0.512068017,1.000968436,0.36620007,1
20.09.2015,10:13:56.4140752,0.954211017,0.512113958,1.000802401,0.378148971,1
20.09.2015,10:13:56.4189810,0.957330847,0.512113958,1.000968436,0.378148971,1
20.09.2015,10:13:56.4236982,0.957638709,0.512066598,1.000802401,0.368213838,1
20.09.2015,10:13:56.4284196,0.957233474,0.511936094,1.000913091,0.364263619,1
20.09.2015,10:13:56.4333432,0.962607228,0.511936094,1.000913091,0.364263619,1
20.09.2015,10:13:56.4381590,0.954931005,0.511945709,1.000857746,0.380264605,1
20.09.2015,10:13:56.4429018,0.966828014,0.511810995,1.000968436,0.369036214,1
20.09.2015,10:13:56.4476192,0.959285177,0.511839412,1.000857746,0.365528813,1
20.09.2015,10:13:56.4524188,0.965742277,0.511839412,1.001023781,0.365528813,1
20.09.2015,10:13:56.4573052,0.961158221,0.511871639,1.000857746,0.369327912,1
20.09.2015,10:13:56.4620966,0.962331695,0.511872803,1.001079126,0.383682441,1
20.09.2015,10:13:56.4668662,0.963306732,0.511872803,1.000913091,0.383682441,1
20.09.2015,10:13:56.4718592,0.956747767,0.511898062,1.000968436,0.368417675,1
20.09.2015,10:13:56.4764724,0.96411225,0.511914901,1.000968436,0.368291155,1
20.09.2015,10:13:56.4812958,0.956481093,0.51192238,1.000913091,0.382433753,1
20.09.2015,10:13:56.4861152,0.964586406,0.51192238,1.001079126,0.382433753,1
20.09.2015,10:13:56.4909100,0.958082035,0.511943429,1.000913091,0.367008388,1
20.09.2015,10:13:56.4957404,0.962213263,0.511966583,1.001079126,0.369475518,1
20.09.2015,10:13:56.5004966,0.959954148,0.511966583,1.000913091,0.369475518,1
20.09.2015,10:13:56.5053428,0.957483613,0.512017866,1.001023781,0.382009199,1
20.09.2015,10:13:56.5101374,0.961690307,0.511979978,1.000968436,0.365880256,1
20.09.2015,10:13:56.5149572,0.95472413,0.511954719,1.001023781,0.36823141,1
20.09.2015,10:13:56.5197184,0.963475263,0.511954719,1.001079126,0.36823141,1
20.09.2015,10:13:56.5245502,0.957167656,0.511925314,1.000913091,0.370020255,1
20.09.2015,10:13:56.5293300,0.964728078,0.511914965,1.00113447,0.379840051,1
20.09.2015,10:13:56.5341620,0.949560563,0.512345242,1.000968436,0.368090833,1
20.09.2015,10:13:56.5389230,0.96192872,0.511930752,1.00113447,0.368090833,1
20.09.2015,10:13:56.5437332,0.960011585,0.512006528,1.001023781,0.368210323,1
20.09.2015,10:13:56.5484138,0.955085754,0.512027896,1.00113447,0.378869642,1
20.09.2015,10:13:56.5533740,0.961080367,0.512027896,1.00113447,0.378869642,1
20.09.2015,10:13:56.5580992,0.954932557,0.511977379,1.001079126,0.368923753,1
20.09.2015,10:13:56.5629430,0.963604154,0.511971064,1.001189815,0.367883481,1
20.09.2015,10:13:56.5677336,0.956391941,0.511988158,1.001079126,0.377795771,1
20.09.2015,10:13:56.5724960,0.962529388,0.511988158,1.00124516,0.377795771,1
20.09.2015,10:13:56.5772782,0.958957159,0.511990263,1.001023781,0.367946741,1
20.09.2015,10:13:56.5821156,0.958773398,0.512021837,1.00124516,0.367472293,1
20.09.2015,10:13:56.5869152,0.960242359,0.512021837,1.00113447,0.367472293,1
20.09.2015,10:13:56.5916566,0.953110723,0.512031452,1.00113447,0.379501121,1
20.09.2015,10:13:56.5964386,0.96113689,0.512041977,1.001189815,0.366470681,1
20.09.2015,10:13:56.6013198,0.954552613,0.512013561,1.001079126,0.367099764,1
20.09.2015,10:13:56.6060730,0.9623712,0.512013561,1.001189815,0.367099764,1
20.09.2015,10:13:56.6109740,0.956986582,0.511996466,1.001023781,0.377852854,1
20.09.2015,10:13:56.6156330,0.961669765,0.51197647,1.00124516,0.368248982,1
20.09.2015,10:13:56.6205476,0.959862173,0.51197647,1.001079126,0.368248982,1
20.09.2015,10:13:56.6252194,0.956054136,0.512050141,1.001189815,0.368916724,1
20.09.2015,10:13:56.6301816,0.960063417,0.512052278,1.00113447,0.377342676,1
20.09.2015,10:13:56.6348360,0.95251216,0.512045963,1.001079126,0.367377404,1
20.09.2015,10:13:56.6397656,0.961315253,0.512045963,1.001189815,0.367377404,1
20.09.2015,10:13:56.6444172,0.955922354,0.511977554,1.001023781,0.367426606,1
20.09.2015,10:13:56.6493856,0.962524,0.511991443,1.00124516,0.378081185,1
20.09.2015,10:13:56.6541226,0.889557898,0.514842998,1.001079126,0.372883077,1
20.09.2015,10:13:56.6589324,0.960561423,0.511937768,1.001189815,0.367317658,1
20.09.2015,10:13:56.6637008,0.963527818,0.511826208,1.001079126,0.354120974,1
20.09.2015,10:13:56.6684980,0.960284629,0.511770651,1.001189815,0.37896597,1
20.09.2015,10:13:56.6733472,0.966890034,0.511770651,1.001189815,0.37896597,1
20.09.2015,10:13:56.6781326,0.958762423,0.511805382,1.00113447,0.370297895,1
20.09.2015,10:13:56.6828948,0.964583559,0.511912732,1.001189815,0.370659881,1
20.09.2015,10:13:56.6876612,0.95673568,0.511971494,1.001079126,0.379679505,1
20.09.2015,10:13:56.6924334,0.962428786,0.511971494,1.00124516,0.379679505,1
20.09.2015,10:13:56.6972790,0.959996874,0.511940973,1.001079126,0.368083804,1
20.09.2015,10:13:56.7021342,0.961087383,0.511906242,1.00124516,0.368115434,1
20.09.2015,10:13:56.7069578,0.962842089,0.511906242,1.001189815,0.368115434,1
20.09.2015,10:13:56.7116302,0.955039534,0.511935839,1.001189815,0.367356317,1
20.09.2015,10:13:56.7164750,0.963464352,0.511945087,1.00124516,0.38042515,1
20.09.2015,10:13:56.7213278,0.954996463,0.511996658,1.00113447,0.369918336,1
20.09.2015,10:13:56.7261258,0.962597653,0.511996658,1.001300505,0.369918336,1
20.09.2015,10:13:56.7308302,0.956422987,0.512021916,1.00113447,0.36539878,1
20.09.2015,10:13:56.7356176,0.960408953,0.512020848,1.001300505,0.381103009,1
20.09.2015,10:13:56.7405444,0.958810482,0.512020848,1.00113447,0.381103009,1
20.09.2015,10:13:56.7452672,0.955968545,0.512039792,1.001300505,0.36906433,1
20.09.2015,10:13:56.7500634,0.96062971,0.512029268,1.001189815,0.365275775,1
20.09.2015,10:13:56.7549670,0.952261044,0.512052772,1.00124516,0.379840051,1
20.09.2015,10:13:56.7597298,0.960943424,0.512052772,1.001300505,0.379840051,1
20.09.2015,10:13:56.7644642,0.955029139,0.512010674,1.001189815,0.367778049,1
20.09.2015,10:13:56.7692938,0.96143586,0.512031723,1.00135585,0.366316046,1
20.09.2015,10:13:56.7741678,0.951254647,0.512266564,1.001189815,0.379633125,1
20.09.2015,10:13:56.7789290,0.958802021,0.51203386,1.00135585,0.379633125,1
20.09.2015,10:13:56.7836910,0.958684929,0.512047542,1.00124516,0.367570697,1
20.09.2015,10:13:56.7885016,0.953785434,0.512039122,1.00135585,0.365360121,1
20.09.2015,10:13:56.7932158,0.96055996,0.512039122,1.001300505,0.365360121,1
20.09.2015,10:13:56.7980720,0.953555186,0.512024165,1.00124516,0.38033239,1
20.09.2015,10:13:56.8028980,0.961256104,0.512047319,1.00135585,0.368041631,1
20.09.2015,10:13:56.8076908,0.954472963,0.512059948,1.001189815,0.364428797,1
20.09.2015,10:13:56.8124172,0.960111327,0.512059948,1.001411195,0.364428797,1
20.09.2015,10:13:56.8172564,0.957089248,0.512052469,1.00124516,0.379037323,1
20.09.2015,10:13:56.8221364,0.957888723,0.512023001,1.001411195,0.36739849,1
20.09.2015,10:13:56.8269238,0.959811804,0.512023001,1.001300505,0.36739849,1
20.09.2015,10:13:56.8316370,0.953962864,0.511960906,1.001300505,0.365567472,1
20.09.2015,10:13:56.8364714,0.963705074,0.511919239,1.00135585,0.379087271,1
20.09.2015,10:13:56.8413716,0.956179461,0.511931868,1.001300505,0.369440374,1
20.09.2015,10:13:56.8461298,0.963820285,0.511931868,1.001411195,0.369440374,1
20.09.2015,10:13:56.8509204,0.958204102,0.511935025,1.00124516,0.365567472,1
20.09.2015,10:13:56.8557342,0.962314949,0.511930752,1.00146654,0.381509724,1
20.09.2015,10:13:56.8604800,0.960755659,0.511930752,1.001300505,0.381509724,1
20.09.2015,10:13:56.8653020,0.958397412,0.511926542,1.001411195,0.369148676,1
20.09.2015,10:13:56.8701190,0.963260938,0.511914965,1.001300505,0.365630732,1
20.09.2015,10:13:56.8749776,0.955790496,0.511902144,1.001300505,0.381020952,1
20.09.2015,10:13:56.8796606,0.964687886,0.511902144,1.001411195,0.381020952,1
20.09.2015,10:13:56.8845026,0.957508918,0.511909511,1.00124516,0.368364958,1
20.09.2015,10:13:56.8893328,0.96428262,0.511917931,1.00146654,0.367946741,1
20.09.2015,10:13:56.8940344,0.959765401,0.511917931,1.001300505,0.367946741,1
20.09.2015,10:13:56.8989780,0.960581146,0.511970282,1.00146654,0.380435853,1
20.09.2015,10:13:56.9036978,0.961371181,0.511952391,1.001300505,0.369848048,1
20.09.2015,10:13:56.9084378,0.955984297,0.51196081,1.001411195,0.366108694,1
20.09.2015,10:13:56.9132958,0.962921887,0.51196081,1.001411195,0.366108694,1
20.09.2015,10:13:56.9181700,0.954764525,0.511989657,1.001411195,0.380689158,1
20.09.2015,10:13:56.9229040,0.96340069,0.511974923,1.001521885,0.369268167,1
20.09.2015,10:13:56.9276442,0.956433336,0.511995972,1.00135585,0.365370664,1
20.09.2015,10:13:56.9324496,0.962109554,0.511995972,1.001521885,0.365370664,1
20.09.2015,10:13:56.9373656,0.959521667,0.511971399,1.00135585,0.380432285,1
20.09.2015,10:13:56.9420960,0.959674362,0.511970346,1.001521885,0.368386045,1
20.09.2015,10:13:56.9468832,0.96150808,0.511970346,1.001411195,0.368386045,1
20.09.2015,10:13:56.9516964,0.954449052,0.511968241,1.00146654,0.366737777,1
20.09.2015,10:13:56.9564620,0.963934612,0.511927642,1.00146654,0.380096924,1
20.09.2015,10:13:56.9612858,0.956603082,0.511931852,1.001411195,0.369626639,1
20.09.2015,10:13:56.9660770,0.964356798,0.511931852,1.001521885,0.369626639,1
20.09.2015,10:13:56.9710578,0.958862217,0.511929747,1.00135585,0.366305502,1
20.09.2015,10:13:56.9756656,0.96221878,0.511952183,1.001521885,0.382073418,1
20.09.2015,10:13:56.9805010,0.960760723,0.511952183,1.00135585,0.382073418,1
20.09.2015,10:13:56.9853134,0.958070734,0.511965865,1.001521885,0.369939423,1
20.09.2015,10:13:56.9901158,0.962453434,0.51196376,1.001411195,0.366428508,1
20.09.2015,10:13:56.9949378,0.954212273,0.511987265,1.001411195,0.380542884,1
20.09.2015,10:13:56.9997378,0.963051981,0.511987265,1.001521885,0.380542884,1
20.09.2015,10:13:57.0045530,0.956910473,0.511950429,1.00135585,0.368670714,1
20.09.2015,10:13:57.0092378,0.964076105,0.51194622,1.001521885,0.367064619,1
20.09.2015,10:13:57.0141756,0.954435133,0.512154828,1.00135585,0.380792621,1
20.09.2015,10:13:57.0189254,0.962678738,0.511900278,1.00157723,0.380792621,1
20.09.2015,10:13:57.0237212,0.963309128,0.511885544,1.001411195,0.369036214,1
20.09.2015,10:13:57.0284190,0.956753507,0.511953124,1.001521885,0.379572475,1
20.09.2015,10:13:57.0333788,0.963355837,0.511953124,1.001521885,0.379572475,1
20.09.2015,10:13:57.0380778,0.954529433,0.512009733,1.00146654,0.369521206,1
20.09.2015,10:13:57.0429542,0.958932099,0.512174968,1.00157723,0.369521206,1
20.09.2015,10:13:57.0476194,0.952777979,0.512154669,1.00146654,0.376836065,1
20.09.2015,10:13:57.0525724,0.95846991,0.512154669,1.00168792,0.376836065,1
