date,time,SFS_Reg_Uc,SFS_Meas_IfRel,SFS_Meas_UgRel,SFS_Meas_UfRel,SFS_Meas_IgRel,SFS_Meas_QRel,SFS_Meas_PRel
20.09.2015,12:52:35.2364630,1.031336174,0.503904194,0.980380121,0.37519701,0.202777643,-0.01361258,0.198207419
20.09.2015,12:52:35.2413722,0.951983443,0.503904194,0.980712191,0.37519701,0.202948235,-0.013715706,0.19841367
20.09.2015,12:52:35.2461218,1.011617917,0.503929836,0.980435466,0.373794752,0.203061964,-0.013715706,0.198619921
20.09.2015,12:52:35.2508378,0.965020797,0.503868841,0.980656846,0.366825159,0.203118828,-0.013715706,0.198619921
20.09.2015,12:52:35.2557334,0.98551407,0.503868841,0.980546156,0.366825159,0.203061964,-0.013715706,0.198723047
20.09.2015,12:52:35.2604640,0.96734455,0.503809633,0.980656846,0.381638161,0.203061964,-0.013715706,0.198619921
20.09.2015,12:52:35.2652996,0.949891647,0.503877036,0.980712191,0.357054231,0.202720779,-0.01361258,0.198516796
20.09.2015,12:52:35.2701076,0.996389234,0.503979603,0.980546156,0.374163874,0.202436458,-0.01361258,0.198207419
20.09.2015,12:52:35.2749598,0.928027523,0.503979603,0.980822881,0.374163874,0.202095273,-0.01361258,0.197898042
20.09.2015,12:52:35.2796944,0.983647733,0.503959303,0.980601501,0.380250334,0.20192468,-0.01361258,0.197691791
20.09.2015,12:52:35.2844960,0.920951168,0.504029771,0.980878225,0.357702178,0.201697224,-0.01361258,0.197382414
20.09.2015,12:52:35.2892982,0.969609691,0.504029771,0.980656846,0.357702178,0.201640359,-0.01361258,0.197279288
20.09.2015,12:52:35.2941012,0.9387961,0.504056608,0.980822881,0.366808066,0.201754088,-0.01361258,0.197279288
20.09.2015,12:52:35.2989692,0.955925004,0.504043788,0.980712191,0.385120215,0.201697224,-0.013509455,0.197279288
20.09.2015,12:52:35.3036900,0.962938081,0.504055365,0.980712191,0.369886706,0.201867816,-0.013509455,0.197382414
20.09.2015,12:52:35.3084778,0.94283977,0.504055365,0.980767536,0.369886706,0.20192468,-0.013509455,0.19748554
20.09.2015,12:52:35.3132314,0.984526803,0.503997543,0.980601501,0.366757373,0.202209001,-0.013509455,0.197588665
20.09.2015,12:52:35.3181818,0.941365993,0.504151967,0.980767536,0.370304924,0.202322729,-0.013509455,0.197691791
20.09.2015,12:52:35.3229094,1.006458919,0.504105659,0.980490811,0.370684482,0.202550186,-0.013509455,0.197898042
20.09.2015,12:52:35.3277268,0.959354972,0.504105659,0.980712191,0.370684482,0.202720779,-0.013509455,0.198104293
20.09.2015,12:52:35.3325320,1.000091042,0.504150851,0.980490811,0.363325266,0.20260705,-0.013406329,0.198104293
20.09.2015,12:52:35.3373556,0.980605508,0.50396758,0.980601501,0.379807942,0.202493322,-0.013406329,0.198001168
20.09.2015,12:52:35.3421050,0.986452237,0.50396758,0.980546156,0.379807942,0.202265865,-0.013303203,0.197898042
20.09.2015,12:52:35.3469348,1.005366496,0.503918115,0.980490811,0.361290411,0.202152137,-0.013303203,0.197691791
20.09.2015,12:52:35.3516140,0.972553271,0.503886813,0.980601501,0.380842569,0.201810952,-0.013303203,0.19748554
20.09.2015,12:52:35.3565584,1.028167348,0.504041667,0.980380121,0.376472748,0.201810952,-0.013303203,0.197382414
20.09.2015,12:52:35.3613012,0.96017814,0.504041667,0.980656846,0.376472748,0.201640359,-0.013200078,0.197279288
20.09.2015,12:52:35.3660576,1.008779259,0.5041848,0.980435466,0.375056433,0.201526631,-0.013096952,0.197176163
20.09.2015,12:52:35.3710210,0.965657122,0.504263862,0.980656846,0.370810256,0.201469767,-0.012993827,0.197073037
20.09.2015,12:52:35.3756570,0.997824378,0.504263862,0.980490811,0.370810256,0.201356038,-0.012993827,0.197073037
20.09.2015,12:52:35.3804870,0.979589135,0.504239655,0.980601501,0.368716401,0.201526631,-0.012993827,0.197073037
20.09.2015,12:52:35.3853300,0.955883401,0.504211239,0.980656846,0.371426027,0.201469767,-0.012993827,0.197176163
20.09.2015,12:52:35.3901086,0.989233947,0.504172777,0.980546156,0.375512457,0.201754088,-0.012993827,0.197279288
20.09.2015,12:52:35.3949588,0.934716057,0.504172777,0.980767536,0.375512457,0.201754088,-0.012993827,0.197382414
20.09.2015,12:52:35.3997422,0.990229321,0.504441152,0.980546156,0.368055689,0.201754088,-0.012993827,0.19748554
20.09.2015,12:52:35.4045134,0.927116824,0.504426609,0.980822881,0.372900916,0.201640359,-0.012993827,0.197382414
20.09.2015,12:52:35.4092160,0.990461094,0.504426609,0.980546156,0.372900916,0.201526631,-0.012993827,0.197279288
20.09.2015,12:52:35.4141748,0.943789966,0.504584652,0.980767536,0.370368183,0.201526631,-0.012993827,0.197176163
20.09.2015,12:52:35.4189212,0.956565586,0.50453203,0.980656846,0.367394976,0.201412903,-0.012993827,0.197073037
20.09.2015,12:52:35.4237242,0.96265675,0.50455394,0.980656846,0.374564412,0.201526631,-0.013096952,0.197073037
20.09.2015,12:52:35.4284142,0.946132467,0.50455394,0.980712191,0.374564412,0.201412903,-0.013096952,0.197073037
20.09.2015,12:52:35.4333714,0.98137272,0.504438632,0.980601501,0.371056426,0.201583495,-0.013096952,0.197073037
20.09.2015,12:52:35.4380804,0.930580543,0.504370016,0.980822881,0.383486218,0.201469767,-0.013096952,0.197073037
20.09.2015,12:52:35.4429488,1.001661501,0.504389208,0.980546156,0.357504388,0.201640359,-0.013096952,0.197073037
20.09.2015,12:52:35.4476240,0.941769066,0.504389208,0.980822881,0.357504388,0.20192468,-0.013200078,0.197279288
20.09.2015,12:52:35.4525812,1.003435317,0.504505663,0.980546156,0.37267972,0.202095273,-0.013200078,0.19748554
20.09.2015,12:52:35.4572608,0.973546277,0.504455448,0.980712191,0.378880345,0.202379594,-0.013303203,0.197691791
20.09.2015,12:52:35.4621324,0.976491241,0.504455448,0.980656846,0.378880345,0.202379594,-0.013200078,0.197898042
20.09.2015,12:52:35.4669152,0.995058813,0.504557288,0.980601501,0.359666745,0.202550186,-0.013200078,0.198001168
20.09.2015,12:52:35.4716768,0.954877792,0.504532986,0.980767536,0.367584755,0.202322729,-0.013200078,0.198001168
20.09.2015,12:52:35.4765416,1.024320199,0.504460335,0.980490811,0.371720014,0.202379594,-0.013200078,0.197898042
20.09.2015,12:52:35.4813094,0.955104359,0.504460335,0.980767536,0.371720014,0.202209001,-0.013200078,0.197898042
20.09.2015,12:52:35.4860964,1.018989122,0.504430867,0.980490811,0.370557963,0.202152137,-0.013200078,0.197794916
20.09.2015,12:52:35.4908618,0.967536796,0.504411364,0.980712191,0.368765976,0.202038409,-0.013200078,0.197691791
20.09.2015,12:52:35.4956372,0.984509647,0.504411364,0.980601501,0.368765976,0.201754088,-0.013200078,0.197588665
20.09.2015,12:52:35.5005476,0.968179993,0.504566011,0.980712191,0.372121884,0.201810952,-0.013096952,0.197382414
20.09.2015,12:52:35.5052164,0.960203615,0.504532333,0.980712191,0.368315756,0.201469767,-0.013096952,0.197279288
20.09.2015,12:52:35.5101730,0.980918392,0.504516051,0.980656846,0.360953026,0.201583495,-0.013096952,0.197176163
20.09.2015,12:52:35.5148434,0.940349235,0.504516051,0.980822881,0.360953026,0.201469767,-0.013096952,0.197176163
20.09.2015,12:52:35.5197714,0.99160445,0.504321874,0.980601501,0.378701961,0.201640359,-0.013096952,0.197176163
20.09.2015,12:52:35.5244310,0.929563545,0.50424294,0.980878225,0.35987761,0.201697224,-0.013096952,0.197279288
20.09.2015,12:52:35.5293754,0.976450312,0.50424294,0.980656846,0.35987761,0.201697224,-0.013096952,0.197382414
20.09.2015,12:52:35.5340304,0.93247086,0.504218734,0.980878225,0.367619899,0.201867816,-0.013096952,0.197382414
20.09.2015,12:52:35.5389298,0.960413316,0.504141809,0.980712191,0.371809206,0.201697224,-0.013096952,0.197382414
20.09.2015,12:52:35.5437042,0.954955027,0.504151281,0.980767536,0.372765024,0.201810952,-0.013096952,0.197382414
20.09.2015,12:52:35.5485734,0.946953877,0.504151281,0.980767536,0.372765024,0.201640359,-0.013096952,0.197382414
20.09.2015,12:52:35.5533514,0.979038525,0.504113776,0.980656846,0.368580457,0.201867816,-0.013200078,0.197279288
20.09.2015,12:52:35.5581096,0.939644463,0.504217538,0.980822881,0.371816128,0.201754088,-0.013200078,0.197279288
20.09.2015,12:52:35.5629430,1.003634007,0.504255426,0.980546156,0.368582853,0.201754088,-0.013096952,0.197279288
20.09.2015,12:52:35.5676810,0.942787723,0.504255426,0.980822881,0.368582853,0.201697224,-0.012993827,0.197279288
20.09.2015,12:52:35.5724750,1.003030187,0.504251152,0.980546156,0.374688323,0.201469767,-0.012890701,0.197073037
20.09.2015,12:52:35.5772794,0.970708336,0.504519528,0.980712191,0.367662072,0.201526631,-0.012993827,0.196969912
20.09.2015,12:52:35.5821260,0.987124174,0.504519528,0.980601501,0.367662072,0.201299174,-0.012993827,0.196969912
20.09.2015,12:52:35.5868574,0.989111755,0.504558915,0.980601501,0.374531345,0.201526631,-0.012993827,0.196866786
20.09.2015,12:52:35.5916826,0.973066613,0.50469331,0.980656846,0.369756673,0.201356038,-0.012993827,0.196969912
20.09.2015,12:52:35.5964174,1.01522103,0.50463753,0.980490811,0.363356896,0.201412903,-0.012890701,0.196969912
20.09.2015,12:52:35.6013290,0.960978833,0.50463753,0.980712191,0.363356896,0.201299174,-0.012787575,0.196969912
20.09.2015,12:52:35.6060820,1.022707367,0.504585178,0.980435466,0.384674255,0.20124231,-0.01268445,0.196866786
20.09.2015,12:52:35.6108496,0.964357451,0.504549395,0.980712191,0.359554283,0.201356038,-0.01268445,0.196866786
20.09.2015,12:52:35.6156272,0.995408754,0.504549395,0.980546156,0.359554283,0.20124231,-0.01268445,0.196969912
20.09.2015,12:52:35.6205478,0.963429734,0.504430691,0.980712191,0.383225778,0.201583495,-0.012787575,0.197073037
20.09.2015,12:52:35.6252620,0.970520317,0.504548901,0.980656846,0.370807487,0.201526631,-0.012787575,0.197176163
20.09.2015,12:52:35.6300836,0.980760731,0.504638359,0.980656846,0.36252749,0.201640359,-0.01268445,0.197279288
20.09.2015,12:52:35.6348176,0.937368903,0.504638359,0.980822881,0.36252749,0.201583495,-0.01268445,0.197382414
20.09.2015,12:52:35.6397638,0.99161504,0.504694984,0.980601501,0.375059361,0.201640359,-0.012581324,0.197279288
20.09.2015,12:52:35.6444574,0.926749705,0.504634995,0.980878225,0.362657524,0.201583495,-0.01268445,0.197279288
20.09.2015,12:52:35.6492378,0.987455107,0.504088772,0.980601501,0.370210034,0.201469767,-0.01268445,0.197176163
20.09.2015,12:52:35.6541340,0.938549796,0.50462026,0.980822881,0.370210034,0.201583495,-0.012787575,0.197176163
20.09.2015,12:52:35.6589260,0.968694198,0.504489916,0.980656846,0.37358591,0.201412903,-0.01268445,0.197176163
20.09.2015,12:52:35.6636588,0.961357487,0.504641469,0.980712191,0.373390593,0.201412903,-0.01268445,0.197073037
20.09.2015,12:52:35.6685206,0.951809026,0.504641469,0.980712191,0.373390593,0.201185446,-0.012581324,0.196969912
20.09.2015,12:52:35.6734406,0.97157087,0.504635872,0.980656846,0.371969752,0.201185446,-0.012581324,0.19676366
20.09.2015,12:52:35.6781234,0.934510803,0.504810403,0.980822881,0.374940456,0.201014853,-0.012581324,0.196660535
20.09.2015,12:52:35.6828840,1.002781017,0.504769358,0.980546156,0.368596911,0.200957989,-0.012581324,0.196557409
20.09.2015,12:52:35.6877172,0.939729608,0.504769358,0.980822881,0.368596911,0.201014853,-0.01268445,0.196557409
20.09.2015,12:52:35.6925270,1.002677951,0.504719175,0.980546156,0.360756218,0.200901125,-0.01268445,0.196454284
20.09.2015,12:52:35.6972120,0.960556769,0.50454037,0.980767536,0.372865239,0.200844261,-0.012581324,0.196454284
20.09.2015,12:52:35.7021236,0.994454016,0.50454037,0.980601501,0.372865239,0.20055994,-0.012478199,0.196351158
20.09.2015,12:52:35.7069170,0.986386677,0.504322512,0.980656846,0.361694571,0.200616804,-0.012581324,0.196144907
20.09.2015,12:52:35.7116168,0.977939371,0.504245683,0.980656846,0.369088931,0.200446212,-0.012581324,0.196144907
20.09.2015,12:52:35.7164750,1.021345237,0.504173032,0.980490811,0.375862089,0.200446212,-0.012581324,0.196041781
20.09.2015,12:52:35.7213730,0.96388469,0.504173032,0.980712191,0.375862089,0.200503076,-0.01268445,0.196041781
20.09.2015,12:52:35.7261264,1.01733449,0.504233022,0.980490811,0.374339489,0.20055994,-0.012581324,0.196144907
20.09.2015,12:52:35.7308302,0.958213491,0.50424892,0.980767536,0.372537012,0.200503076,-0.012581324,0.196144907
20.09.2015,12:52:35.7356666,1.003921803,0.50424892,0.980546156,0.372537012,0.200389348,-0.012478199,0.196144907
20.09.2015,12:52:35.7405670,0.960524176,0.504310935,0.980767536,0.37106404,0.200503076,-0.012478199,0.196144907
20.09.2015,12:52:35.7452994,0.974413667,0.504327774,0.980656846,0.371078098,0.200389348,-0.012478199,0.196144907
20.09.2015,12:52:35.7500198,0.980479599,0.504292517,0.980656846,0.374706161,0.200503076,-0.012478199,0.196144907
20.09.2015,12:52:35.7549688,0.949258574,0.504292517,0.980767536,0.374706161,0.200503076,-0.012478199,0.196248032
20.09.2015,12:52:35.7596856,0.989346302,0.504334615,0.980601501,0.361069002,0.200616804,-0.012478199,0.196248032
