date,time,SFS_Reg_Uc,SFS_Meas_IfRel,SFS_Meas_UgRel,SFS_Meas_UfRel
20.09.2015,10:18:40.4589212,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.4636472,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.4685064,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.4733646,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.4781220,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.4828884,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.4876968,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.4924130,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.4972044,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.5021178,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.5069172,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.5116106,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.5164704,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.5213624,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.5261168,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.5309202,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.5356998,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.5405562,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.5452920,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.5500168,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.5549608,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.5596576,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.5644812,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.5692862,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.5741146,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.5788558,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.5836842,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.5885212,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.5932146,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.5981664,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.6028958,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.6076116,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.6124552,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.6173754,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.6220922,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.6269178,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.6316254,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.6365512,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.6413030,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.6460354,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.6508102,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.6557612,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.6604968,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.6652946,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.6702408,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.6748548,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.6797082,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.6845190,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.6892874,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.6941618,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.6989212,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.7037316,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.7084232,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.7133636,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.7180734,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.7229404,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.7276314,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.7325696,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.7372168,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.7421340,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.7468972,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.7517626,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.7564744,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.7613122,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.7661054,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.7708780,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.7756838,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.7804980,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.7853106,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.7900586,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.7948442,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.7997624,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.8044650,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.8093646,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.8140754,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.8189132,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.8237032,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.8285716,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.8332762,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.8380626,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.8429420,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.8477560,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.8524814,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.8572736,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.8621120,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.8668664,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.8717548,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.8764896,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.8812948,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.8860574,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.8908538,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.8956148,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.9005410,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.9052520,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.9100266,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.9148706,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.9197610,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.9244470,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.9292540,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.9341364,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.9389170,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.9436512,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.9484404,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.9533008,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.9581080,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.9628714,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.9677088,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.9725450,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.9772966,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.9820526,4.48983717,0,0.02064366,0
20.09.2015,10:18:40.9869020,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.9917242,4.48983717,0,0.020699004,0
20.09.2015,10:18:40.9964132,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.0013616,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.0061154,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.0108144,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.0156698,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.0205622,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.0253088,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.0301362,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.0348570,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.0397606,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.0444958,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.0492168,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.0541316,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.0588734,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.0636814,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.0685108,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.0733662,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.0780572,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.0828864,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.0877194,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.0924168,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.0973650,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.1020928,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.1069154,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.1116294,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.1165628,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.1212948,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.1260410,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.1309438,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.1357460,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.1405036,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.1453152,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.1501704,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.1549232,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.1596926,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.1645360,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.1693268,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.1740766,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.1789160,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.1837304,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.1885216,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.1932916,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.1980794,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.2029412,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.2077256,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.2124960,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.2172442,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.2221412,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.2268158,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.2317638,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.2364268,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.2413290,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.2460176,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.2509686,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.2556828,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.2605206,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.2653162,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.2700800,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.2748858,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.2797044,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.2845364,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.2892696,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.2940298,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.2989090,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.3037228,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.3085596,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.3132774,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.3180602,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.3228972,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.3277336,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.3324844,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.3372058,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.3421350,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.3469488,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.3516832,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.3564890,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.3613012,4.48983717,0,0.02064366,0
20.09.2015,10:18:41.3660894,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.3709774,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.3756818,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.3804938,4.48983717,0,0.020699004,0
20.09.2015,10:18:41.3852760,4.48983717,0,0.020699004,0
