date,time,SFS_Reg_Uc,SFS_Meas_IfRel,SFS_Meas_UgRel,SFS_Meas_UfRel,SFS_Meas_IgRel,SFS_Meas_QRel,SFS_Meas_PRel,SFS_LHVG_iSelectedInput
20.09.2015,07:10.2,0.999097849,0.513394537,0.983922197,0.374905951,0.177131901,-0.001237507,0.174488529,1
20.09.2015,07:10.2,1.025542451,0.513217725,0.983811507,0.359870582,0.176676987,-0.00092813,0.173972901,1
20.09.2015,07:10.2,1.000575936,0.513227293,0.983811507,0.386707832,0.176563259,-0.000618754,0.173663524,1
20.09.2015,07:10.2,1.053392777,0.513333591,0.983479437,0.378352968,0.176961308,-0.000206251,0.173663524,1
20.09.2015,07:10.2,0.986095755,0.513333591,0.983700817,0.378352968,0.177075036,0.000103126,0.173972901,1
20.09.2015,07:10.2,1.029330248,0.513433574,0.983479437,0.386552132,0.177188765,0.000309377,0.174179152,1
20.09.2015,07:10.2,0.989097625,0.513415411,0.983700817,0.38861654,0.177359357,0,0.174179152,1
20.09.2015,07:10.2,0.994446507,0.513415411,0.983645472,0.38861654,0.177984863,-0.000309377,0.174797906,1
20.09.2015,07:10.2,0.990117642,0.513557492,0.983700817,0.370965636,0.178724097,-0.000515628,0.175313534,1
20.09.2015,07:10.2,0.962891414,0.513678524,0.983811507,0.375446534,0.179349603,-0.000721879,0.176035413,1
20.09.2015,07:10.2,0.984259508,0.513867088,0.983756162,0.37414971,0.180145702,-0.000721879,0.176757292,1
20.09.2015,07:10.2,0.971856936,0.513867088,0.983811507,0.37414971,0.179633924,-0.000309377,0.176860418,1
20.09.2015,07:10.2,1.008021416,0.513784311,0.983645472,0.377524627,0.179349603,0,0.176654167,1
20.09.2015,07:10.2,0.957757355,0.513696049,0.983811507,0.384410247,0.179406467,0.000103126,0.176447916,1
20.09.2015,07:10.2,1.024693362,0.513696049,0.983424092,0.384410247,0.179861381,0.000206251,0.176551041,1
