date,time,SFS_Reg_Uc,SFS_Meas_IfRel,SFS_Meas_UgRel,SFS_Meas_UfRel,SFS_Meas_IgRel,SFS_Meas_QRel,SFS_Meas_PRel,SFS_LHVG_iSelectedInput
20.09.2015,13:29:17.8557246,0.755656894,0.378474009,0.962559053,0.281158057,0.198854015,-0.177376046,0.071672298,1
20.09.2015,13:29:17.8605380,0.699607578,0.378275096,0.962780433,0.277133875,0.198740286,-0.17727292,0.071672298,1
20.09.2015,13:29:17.8652704,0.77084776,0.378275096,0.962503708,0.277133875,0.198683422,-0.17727292,0.071672298,1
20.09.2015,13:29:17.8701032,0.709045421,0.378297197,0.962780433,0.279481515,0.198740286,-0.17727292,0.071569172,1
20.09.2015,13:29:17.8749722,0.766916945,0.378480962,0.962503708,0.290441157,0.198854015,-0.177376046,0.071466046,1
20.09.2015,13:29:17.8797144,0.74809063,0.378537332,0.962614398,0.289988062,0.198797151,-0.177376046,0.071362921,1
20.09.2015,13:29:17.8844660,0.739406958,0.378537332,0.962614398,0.289988062,0.198683422,-0.177376046,0.071259795,1
20.09.2015,13:29:17.8892970,0.774723674,0.378656259,0.962503708,0.269008514,0.198683422,-0.177376046,0.071053544,1
20.09.2015,13:29:17.8940210,0.728137707,0.378464458,0.962669743,0.276480191,0.198455966,-0.177376046,0.070744167,1
20.09.2015,13:29:17.8989188,0.786448619,0.378402825,0.962448363,0.285441987,0.198285373,-0.17727292,0.07043479,1
20.09.2015,13:29:17.9036656,0.717028627,0.378402825,0.962725088,0.285441987,0.198171645,-0.17727292,0.070125414,1
20.09.2015,13:29:17.9084480,0.782401635,0.378316413,0.962448363,0.293801911,0.198171645,-0.177376046,0.069816037,1
20.09.2015,13:29:17.9133258,0.721897287,0.378407976,0.962725088,0.268221281,0.198001052,-0.177376046,0.069609785,1
20.09.2015,13:29:17.9180924,0.753889013,0.378407976,0.962559053,0.268221281,0.19783046,-0.17727292,0.06950666,1
20.09.2015,13:29:17.9228874,0.733621199,0.378636278,0.962669743,0.290569594,0.197773596,-0.17727292,0.069300409,1
20.09.2015,13:29:17.9277044,0.713292303,0.378553246,0.962725088,0.281186013,0.197659867,-0.17727292,0.069197283,1
20.09.2015,13:29:17.9324158,0.751414123,0.378451158,0.962614398,0.278283094,0.197546139,-0.177169795,0.069094157,1
20.09.2015,13:29:17.9372454,0.69281336,0.378451158,0.962835778,0.278283094,0.197489275,-0.177169795,0.068991032,1
20.09.2015,13:29:17.9421434,0.761886912,0.378158417,0.962559053,0.287497822,0.197603003,-0.17727292,0.068887906,1
20.09.2015,13:29:17.9469200,0.688633988,0.378072116,0.962835778,0.268565696,0.197489275,-0.17727292,0.068887906,1
20.09.2015,13:29:17.9516144,0.750077241,0.378072116,0.962559053,0.268565696,0.197489275,-0.17727292,0.068887906,1
20.09.2015,13:29:17.9564920,0.69839081,0.378050079,0.962780433,0.29284934,0.197489275,-0.177169795,0.068991032,1
