date,time,SFS_Reg_Uc,SFS_Meas_IfRel,SFS_Meas_UgRel,SFS_Meas_UfRel,SFS_Meas_IgRel,SFS_Meas_QRel,SFS_Meas_PRel,SFS_LHVG_iSelectedInput
20.09.2015,13:26:23.1357104,0.770388612,0.387843528,0.962503708,0.285480646,0.255206411,-0.179129181,0.168197867,1
20.09.2015,13:26:23.1405252,0.756697238,0.387843528,0.962503708,0.285480646,0.254808362,-0.179026056,0.16788849,1
20.09.2015,13:26:23.1452578,0.802640895,0.387689646,0.962337673,0.294522582,0.254808362,-0.17892293,0.167579113,1
20.09.2015,13:26:23.1501246,0.725011968,0.387433693,0.962614398,0.289560899,0.254524041,-0.17892293,0.167475988,1
20.09.2015,13:26:23.1549360,0.782305311,0.387270563,0.962393018,0.299816005,0.254751497,-0.179026056,0.167372862,1
20.09.2015,13:26:23.1597262,0.715678826,0.387307399,0.962669743,0.299816005,0.254637769,-0.179026056,0.167372862,1
20.09.2015,13:26:23.1644582,0.766908904,0.387253979,0.962448363,0.290294883,0.254580905,-0.179026056,0.167475988,1
20.09.2015,13:26:23.1693156,0.72214828,0.38734449,0.962669743,0.293296738,0.254637769,-0.179026056,0.167372862,1
20.09.2015,13:26:23.1741620,0.754548777,0.38734449,0.962503708,0.293296738,0.254524041,-0.17892293,0.167269736,1
20.09.2015,13:26:23.1789212,0.754211609,0.387320188,0.962559053,0.297790576,0.254580905,-0.179026056,0.167166611,1
20.09.2015,13:26:23.1836668,0.722216816,0.387388565,0.962669743,0.292428674,0.254524041,-0.179129181,0.167166611,1
20.09.2015,13:26:23.1885140,0.7745036,0.387245432,0.962503708,0.289448437,0.254978954,-0.179232307,0.167166611,1
20.09.2015,13:26:23.1932650,0.710168298,0.387245432,0.962780433,0.289448437,0.25492209,-0.179335433,0.167269736,1
20.09.2015,13:26:23.1981464,0.78389568,0.38718667,0.962503708,0.29254252,0.254978954,-0.179335433,0.167372862,1
20.09.2015,13:26:23.2028916,0.735354039,0.387091949,0.962725088,0.274034148,0.254865226,-0.179335433,0.167269736,1
20.09.2015,13:26:23.2076900,0.783071462,0.387091949,0.962503708,0.274034148,0.254808362,-0.179335433,0.167166611,1
20.09.2015,13:26:23.2125120,0.763556886,0.387020175,0.962614398,0.294522582,0.254808362,-0.179335433,0.167063485,1
20.09.2015,13:26:23.2173552,0.777746574,0.387172454,0.962503708,0.282161939,0.254751497,-0.179335433,0.167063485,1
20.09.2015,13:26:23.2220848,0.796338738,0.387188113,0.962448363,0.290152175,0.255149547,-0.179438558,0.167063485,1
20.09.2015,13:26:23.2269226,0.746910929,0.387188113,0.962614398,0.290152175,0.255092682,-0.179541684,0.167269736,1
20.09.2015,13:26:23.2316172,0.812261277,0.387112256,0.962393018,0.303855629,0.255149547,-0.179438558,0.167372862,1
20.09.2015,13:26:23.2364108,0.745731437,0.387066196,0.962669743,0.285842632,0.255092682,-0.179438558,0.167475988,1
