date,time,SFS_Reg_Uc,SFS_Meas_IfRel,SFS_Meas_UgRel,SFS_Meas_UfRel,SFS_Meas_IgRel,SFS_Meas_QRel,SFS_Meas_PRel,SFS_PSS_VSL
20.09.2015,13:38:02.6685144,1.201361731,0.63387083,0.987132203,0.469014713,0.615668407,0.009590682,0.607512958,0
20.09.2015,13:38:02.6733716,1.230173935,0.633874609,0.986966168,0.476295813,0.615554678,0.009693807,0.607512958,0
20.09.2015,13:38:02.6780588,1.226533936,0.633850403,0.987021513,0.458464395,0.615611543,0.009693807,0.607409832,0
20.09.2015,13:38:02.6828836,1.230294064,0.633850403,0.986966168,0.458464395,0.61544095,0.009693807,0.607409832,0
20.09.2015,13:38:02.6877202,1.230443103,0.633797382,0.986966168,0.47513275,0.615668407,0.009693807,0.607409832,0
20.09.2015,13:38:02.6924178,1.217976226,0.633813599,0.987021513,0.473646732,0.615497814,0.009590682,0.607409832,0
20.09.2015,13:38:02.6973762,1.265829832,0.633898847,0.986800133,0.471183116,0.615725271,0.009487556,0.607409832,0
20.09.2015,13:38:02.7020932,1.205363991,0.633898847,0.987076858,0.471183116,0.615725271,0.009487556,0.607512958,0
20.09.2015,13:38:02.7068178,1.254730077,0.633933036,0.986855478,0.478300848,0.615782135,0.009487556,0.607512958,0
20.09.2015,13:38:02.7116066,1.229775042,0.633968102,0.987021513,0.475828447,0.615725271,0.009487556,0.607512958,0
20.09.2015,13:38:02.7165718,1.248031835,0.633968102,0.986910823,0.475828447,0.615554678,0.009590682,0.607512958,0
20.09.2015,13:38:02.7213056,1.248625326,0.634024934,0.986966168,0.464386209,0.615668407,0.009487556,0.607409832,0
20.09.2015,13:38:02.7260490,1.240008481,0.634062711,0.986966168,0.467869009,0.615384086,0.009590682,0.607306706,0
20.09.2015,13:38:02.7308330,1.271073093,0.634331947,0.986855478,0.476310084,0.615611543,0.009487556,0.607306706,0
20.09.2015,13:38:02.7357684,1.231870474,0.634331947,0.987021513,0.476310084,0.615384086,0.009590682,0.607306706,0
20.09.2015,13:38:02.7405192,1.278346611,0.634258276,0.986800133,0.456752868,0.615497814,0.009693807,0.607306706,0
20.09.2015,13:38:02.7452872,1.232491513,0.634252551,0.987021513,0.475050693,0.615270358,0.009693807,0.607203581,0
20.09.2015,13:38:02.7500174,1.266491018,0.63409454,0.986855478,0.47378028,0.615213493,0.009693807,0.607203581,0
20.09.2015,13:38:02.7549724,1.228793018,0.63409454,0.987076858,0.47378028,0.615270358,0.009590682,0.607203581,0
20.09.2015,13:38:02.7596752,1.242683074,0.63402613,0.986966168,0.469946037,0.615156629,0.009487556,0.607203581,0
20.09.2015,13:38:02.7645502,1.2389492,0.634068691,0.987021513,0.460727688,0.615384086,0.00938443,0.607203581,0
20.09.2015,13:38:02.7693178,1.220843036,0.634068691,0.987076858,0.460727688,0.615327222,0.00938443,0.607409832,0
20.09.2015,13:38:02.7740576,1.233126936,0.634050417,0.987021513,0.475871259,0.615611543,0.00938443,0.607409832,0
20.09.2015,13:38:02.7789044,1.203173979,0.63418513,0.987187548,0.46530699,0.615384086,0.00938443,0.607512958,0
20.09.2015,13:38:02.7837370,1.237084968,0.634293533,0.987021513,0.4645057,0.615497814,0.009487556,0.607512958,0
20.09.2015,13:38:02.7885192,1.195566725,0.634293533,0.987242893,0.4645057,0.615497814,0.00938443,0.607512958,0
20.09.2015,13:38:02.7933120,1.235543224,0.634134342,0.987021513,0.472713863,0.615497814,0.00938443,0.607512958,0
20.09.2015,13:38:02.7981178,1.20751978,0.634072247,0.987187548,0.456127299,0.615668407,0.00938443,0.607512958,0
20.09.2015,13:38:02.8029410,1.213865003,0.634072247,0.987132203,0.456127299,0.61544095,0.00938443,0.607512958,0
