date,time,SFS_Reg_Uc,SFS_Meas_IfRel,SFS_Meas_UgRel,SFS_Meas_UfRel,SFS_SM_iStatusSignals
20.09.2015,11:19:22.7540718,0.977064514,0.516951825,1.002960853,0.381547584,34154
20.09.2015,11:19:22.7588974,0.992699317,0.516811307,1.002905508,0.384035641,34154
20.09.2015,11:19:22.7637866,0.956091767,0.516811307,1.003071543,0.384035641,34154
20.09.2015,11:19:22.7685514,0.983893866,0.516864982,1.002960853,0.378873103,34154
20.09.2015,11:19:22.7734086,0.961683757,0.517003618,1.003071543,0.385541201,34154
20.09.2015,11:19:22.7781116,0.983842162,0.517003618,1.002960853,0.385541201,34154
20.09.2015,11:19:22.7829756,0.962760272,0.51712414,1.003071543,0.373081323,34154
20.09.2015,11:19:22.7876730,0.97901298,0.517083095,1.002960853,0.37411808,34154
20.09.2015,11:19:22.7923920,0.966859811,0.516960229,1.003016198,0.391088942,34154
20.09.2015,11:19:22.7971726,0.966514344,0.516960229,1.003016198,0.391088942,34154
20.09.2015,11:19:22.8021442,0.980099504,0.516885505,1.002960853,0.368909695,34154
20.09.2015,11:19:22.8069594,0.953646986,0.516772892,1.003071543,0.376145906,34154
20.09.2015,11:19:22.8115718,0.991614603,0.516791852,1.002905508,0.381688162,34154
20.09.2015,11:19:22.8163340,0.942278582,0.516791852,1.003126888,0.381688162,34154
20.09.2015,11:19:22.8213462,0.976827108,0.516711866,1.002960853,0.383611087,34154
20.09.2015,11:19:22.8261722,0.95482159,0.516861314,1.003071543,0.3784338,34154
20.09.2015,11:19:22.8308684,0.966603532,0.516861314,1.003016198,0.3784338,34154
20.09.2015,11:19:22.8355976,0.968117655,0.516975904,1.003016198,0.388388209,34154
20.09.2015,11:19:22.8405454,0.955782289,0.517116933,1.003071543,0.374490609,34154
20.09.2015,11:19:22.8453388,0.98716728,0.517073782,1.002960853,0.37714049,34154
20.09.2015,11:19:22.8500236,0.96318876,0.517073782,1.003071543,0.37714049,34154
20.09.2015,11:19:22.8549102,0.995150097,0.5170697,1.002905508,0.37596667,34154
20.09.2015,11:19:22.8598022,0.961687337,0.516966065,1.003071543,0.381381288,34154
20.09.2015,11:19:22.8645360,0.982055143,0.516966065,1.002960853,0.381381288,34154
20.09.2015,11:19:22.8693222,0.973563915,0.516887131,1.003016198,0.374501153,34154
20.09.2015,11:19:22.8741384,0.971722474,0.516889236,1.003016198,0.38046514,34154
20.09.2015,11:19:22.8789902,0.996616804,0.516850774,1.002905508,0.380599966,34154
20.09.2015,11:19:22.8837318,0.968779426,0.516850774,1.003016198,0.380599966,34154
20.09.2015,11:19:22.8885354,0.993758645,0.516806571,1.002905508,0.3787993,34154
20.09.2015,11:19:22.8932410,0.966600721,0.516788679,1.003016198,0.377115888,34154
20.09.2015,11:19:22.8980544,0.999082744,0.516788679,1.002850163,0.377115888,34154
20.09.2015,11:19:22.9029334,0.963641369,0.516906203,1.003016198,0.389961555,34154
20.09.2015,11:19:22.9075586,0.981826597,0.516985137,1.002905508,0.379653307,34154
20.09.2015,11:19:22.9124326,0.969479128,0.517171421,1.002960853,0.379337008,34154
20.09.2015,11:19:22.9172928,0.969614028,0.517171421,1.002960853,0.379337008,34154
20.09.2015,11:19:22.9221108,0.990617024,0.517255824,1.002850163,0.382690626,34154
20.09.2015,11:19:22.9267730,0.949317918,0.517358965,1.003016198,0.377604394,34154
20.09.2015,11:19:22.9315254,0.988925596,0.517337916,1.002850163,0.386559161,34154
20.09.2015,11:19:22.9364180,0.954797585,0.517337916,1.003016198,0.386559161,34154
20.09.2015,11:19:22.9413224,0.977655335,0.51733597,1.002905508,0.369398201,34154
20.09.2015,11:19:22.9459264,0.960715108,0.517279186,1.003016198,0.390585899,34154
20.09.2015,11:19:22.9507648,0.970718507,0.517279186,1.002960853,0.390585899,34154
20.09.2015,11:19:22.9557448,0.975729878,0.517139209,1.002960853,0.374251628,34154
20.09.2015,11:19:22.9604974,0.960166883,0.517151839,1.003016198,0.375717145,34154
20.09.2015,11:19:22.9652626,0.998203128,0.517147565,1.002850163,0.392230599,34154
20.09.2015,11:19:22.9702794,0.963128673,0.517147565,1.003016198,0.392230599,34154
20.09.2015,11:19:22.9749772,0.997632205,0.517127569,1.002850163,0.379147229,34154
20.09.2015,11:19:22.9796986,0.960350657,0.517135988,1.003016198,0.368793719,34154
20.09.2015,11:19:22.9844728,0.995792698,0.517135988,1.002850163,0.368793719,34154
20.09.2015,11:19:22.9892624,0.981074251,0.51722146,1.002905508,0.390867746,34154
20.09.2015,11:19:22.9939994,0.978531358,0.517308814,1.002905508,0.383684358,34154
20.09.2015,11:19:22.9988570,0.991630013,0.517411954,1.002850163,0.37211134,34154
20.09.2015,11:19:23.0036828,0.965671169,0.517411954,1.002960853,0.37211134,34154
20.09.2015,11:19:23.0083734,1.002857294,0.517425843,1.002794818,0.391509928,34154
20.09.2015,11:19:23.0132740,0.954389482,0.517418476,1.003016198,0.37837054,34154
20.09.2015,11:19:23.0180276,0.992448081,0.517418476,1.002850163,0.37837054,34154
20.09.2015,11:19:23.0229542,0.957166355,0.517370063,1.003016198,0.378166703,34154
20.09.2015,11:19:23.0275270,0.980601888,0.517490681,1.002905508,0.379126142,34154
20.09.2015,11:19:23.0324294,0.9690053,0.517452011,1.002960853,0.392376874,34154
20.09.2015,11:19:23.0371494,0.962573155,0.517452011,1.003016198,0.392376874,34154
20.09.2015,11:19:23.0421516,0.97568577,0.517561466,1.002960853,0.369675841,34154
20.09.2015,11:19:23.0467360,0.952536886,0.517467798,1.003071543,0.374328946,34154
20.09.2015,11:19:23.0516102,0.988283661,0.517459107,1.002905508,0.381055564,34154
20.09.2015,11:19:23.0564382,0.952290948,0.517459107,1.003071543,0.381055564,34154
20.09.2015,11:19:23.0613144,0.982728563,0.517300394,1.002905508,0.38277625,34154
20.09.2015,11:19:23.0662404,0.961428337,0.517455104,1.003016198,0.380654919,34154
20.09.2015,11:19:23.0709974,0.971559808,0.517455104,1.002960853,0.380654919,34154
20.09.2015,11:19:23.0756634,0.976323574,0.517609097,1.002960853,0.388473833,34154
20.09.2015,11:19:23.0805008,0.96469789,0.51777623,1.003016198,0.377214293,34154
20.09.2015,11:19:23.0853582,0.992640942,0.517705716,1.002905508,0.378258078,34154
20.09.2015,11:19:23.0901678,0.955379282,0.517705716,1.003071543,0.378258078,34154
20.09.2015,11:19:23.0947344,0.989923537,0.517725377,1.002905508,0.379273748,34154
20.09.2015,11:19:23.0997164,0.959676522,0.517617007,1.003071543,0.381249284,34154
20.09.2015,11:19:23.1044434,0.982666297,0.517617007,1.002960853,0.381249284,34154
20.09.2015,11:19:23.1092762,0.972326752,0.51758859,1.003016198,0.373295703,34154
20.09.2015,11:19:23.1139490,0.972411709,0.517583328,1.003016198,0.381125853,34154
20.09.2015,11:19:23.1188604,0.993484415,0.517534884,1.002905508,0.3690327,34154
20.09.2015,11:19:23.1237492,0.964043524,0.517534884,1.003016198,0.3690327,34154
20.09.2015,11:19:23.1286088,1.000857196,0.517438265,1.002850163,0.39126019,34154
20.09.2015,11:19:23.1332474,0.962785626,0.517317233,1.003016198,0.378707925,34154
20.09.2015,11:19:23.1381028,0.983902985,0.517317233,1.002905508,0.378707925,34154
